"STATION","NAME","DATE","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00190120","AMHERST, MA US","2020-11-01","43",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2020-11-02","52",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2020-11-03","38",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2020-11-04","42",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2020-11-05","57",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2020-11-06","69",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2020-11-07","80",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2020-11-08","77",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2020-11-09","76",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2020-11-10","75",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2020-11-11","76",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2020-11-12","70",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2020-11-13","58",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2020-11-14","41",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2020-11-15","48",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2020-11-16","58",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2020-11-17","49",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2020-11-18","44",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2020-11-19","31",",,7","17",",,7"
"USC00190120","AMHERST, MA US","2020-11-20","43",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2020-11-21","60",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2020-11-22","60",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2020-11-23","41",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2020-11-24","45",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2020-11-25","42",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2020-11-26","40",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2020-11-27","45",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2020-11-28","51",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2020-11-29","51",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2020-11-30","51",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2020-12-01","63",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2020-12-02","59",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2020-12-03","41",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2020-12-04","49",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2020-12-05","55",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2020-12-06","39",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2020-12-07","35",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2020-12-08","35",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2020-12-09","29",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2020-12-10","32",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2020-12-11","44",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2020-12-12","49",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2020-12-13","39",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2020-12-14","53",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2020-12-15","34",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2020-12-16","33",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2020-12-17","24",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2020-12-18","23",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2020-12-19","30",",,7","-2",",,7"
"USC00190120","AMHERST, MA US","2020-12-20","30",",,7","-2",",,7"
"USC00190120","AMHERST, MA US","2020-12-21","32",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2020-12-22","36",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2020-12-23","42",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2020-12-24","41",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2020-12-25","61",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2020-12-26","60",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2020-12-27","34",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2020-12-28","38",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2020-12-29","45",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2020-12-30","35",",,7","17",",,7"
"USC00190120","AMHERST, MA US","2020-12-31","38",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2021-01-01","42",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2021-01-02","35",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2021-01-03","42",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2021-01-04","33",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2021-01-05","39",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2021-01-06","39",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2021-01-07","38",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2021-01-08","39",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2021-01-09","40",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2021-01-10","37",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2021-01-11","40",",,7","15",",,7"
"USC00190120","AMHERST, MA US","2021-01-12","40",",,7","15",",,7"
"USC00190120","AMHERST, MA US","2021-01-13","35",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2021-01-14","41",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2021-01-15","34",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2021-01-16","39",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2021-01-17","43",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2021-01-18","41",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2021-01-19","44",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2021-01-20","39",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2021-01-21","36",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2021-01-22","30",",,7","17",",,7"
"USC00190120","AMHERST, MA US","2021-01-23","40",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2021-01-24","26",",,7","15",",,7"
"USC00190120","AMHERST, MA US","2021-01-25","27",",,7","13",",,7"
"USC00190120","AMHERST, MA US","2021-01-26","35",",,7","15",",,7"
"USC00190120","AMHERST, MA US","2021-01-27","29",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2021-01-28","33",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2021-01-29","31",",,7","5",",,7"
"USC00190120","AMHERST, MA US","2021-01-30","17",",,7","-7",",,7"
"USC00190120","AMHERST, MA US","2021-01-31","22",",,7","-7",",,7"
"USC00190120","AMHERST, MA US","2021-02-01","22",",,7","-2",",,7"
"USC00190120","AMHERST, MA US","2021-02-02","30",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2021-02-03","34",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2021-02-04","34",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2021-02-05","40",",,7","13",",,7"
"USC00190120","AMHERST, MA US","2021-02-06","40",",,7","13",",,7"
"USC00190120","AMHERST, MA US","2021-02-07","41",",,7","11",",,7"
"USC00190120","AMHERST, MA US","2021-02-08","28",",,7","11",",,7"
"USC00190120","AMHERST, MA US","2021-02-09","29",",,7","11",",,7"
"USC00190120","AMHERST, MA US","2021-02-10","24",",,7","3",",,7"
"USC00190120","AMHERST, MA US","2021-02-11","30",",,7","6",",,7"
"USC00190120","AMHERST, MA US","2021-02-12","29",",,7","1",",,7"
"USC00190120","AMHERST, MA US","2021-02-13","29",",,7","1",",,7"
"USC00190120","AMHERST, MA US","2021-02-14","27",",,7","12",",,7"
"USC00190120","AMHERST, MA US","2021-02-15","36",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2021-02-16","32",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2021-02-17","38",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2021-02-18","31",",,7","17",",,7"
"USC00190120","AMHERST, MA US","2021-02-19","28",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2021-02-20","29",",,7","8",",,7"
"USC00190120","AMHERST, MA US","2021-02-21","33",",,7","6",",,7"
"USC00190120","AMHERST, MA US","2021-02-22","35",",,7","8",",,7"
"USC00190120","AMHERST, MA US","2021-02-23","37",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2021-02-24","42",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2021-02-25","50",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2021-02-26","42",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2021-02-27","43",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2021-02-28","36",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2021-03-01","43",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2021-03-02","44",",,7","11",",,7"
"USC00190120","AMHERST, MA US","2021-03-03","27",",,7","11",",,7"
"USC00190120","AMHERST, MA US","2021-03-04","45",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2021-03-05","37",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2021-03-06","32",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2021-03-07","32",",,7","15",",,7"
"USC00190120","AMHERST, MA US","2021-03-08","36",",,7","13",",,7"
"USC00190120","AMHERST, MA US","2021-03-09","41",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2021-03-10","55",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2021-03-11","56",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2021-03-12","70",",,7","42",",,7"
"USC00190120","AMHERST, MA US","2021-03-13","60",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2021-03-14","43",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2021-03-15","45",",,7","15",",,7"
"USC00190120","AMHERST, MA US","2021-03-16","30",",,7","14",",,7"
"USC00190120","AMHERST, MA US","2021-03-17","37",",,7","15",",,7"
"USC00190120","AMHERST, MA US","2021-03-18","51",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2021-03-19","43",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2021-03-20","41",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2021-03-21","57",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2021-03-22","65",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2021-03-23","65",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2021-03-24","67",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2021-03-25","61",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2021-03-26","72",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2021-03-27","76",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2021-03-28","62",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2021-03-29","50",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2021-03-30","48",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2021-03-31","59",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2021-04-01","62",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2021-04-02","45",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2021-04-03","33",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2021-04-04","50",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2021-04-05","58",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2021-04-06","61",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2021-04-07","66",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2021-04-08","70",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2021-04-09","72",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2021-04-10","70",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2021-04-11","77",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2021-04-12","63",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2021-04-13","53",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2021-04-14","66",",,7","42",",,7"
"USC00190120","AMHERST, MA US","2021-04-15","70",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2021-04-16","50",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2021-04-17","40",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2021-04-18","50",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2021-04-19","61",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2021-04-20","63",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2021-04-21","71",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2021-04-22","65",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2021-04-23","44",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2021-04-24","58",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2021-04-25","70",",,7","42",",,7"
"USC00190120","AMHERST, MA US","2021-04-26","56",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2021-04-27","56",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2021-04-28","70",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2021-04-29","73",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2021-04-30","59",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2021-05-01","57",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2021-05-02","59",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2021-05-03","75",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2021-05-04","68",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2021-05-05","59",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2021-05-06","55",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2021-05-07","63",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2021-05-08","63",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2021-05-09","58",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2021-05-10","64",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2021-05-11","62",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2021-05-12","61",",,7","42",",,7"
"USC00190120","AMHERST, MA US","2021-05-13","64",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2021-05-14","70",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2021-05-15","75",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2021-05-16","77",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2021-05-17","77",",,7","42",",,7"
"USC00190120","AMHERST, MA US","2021-05-18","77",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2021-05-19","81",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2021-05-20","86",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2021-05-21","80",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2021-05-22","84",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2021-05-23","87",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2021-05-24","84",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2021-05-25","70",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2021-05-26","77",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2021-05-27","89",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2021-05-28","77",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2021-05-29","57",",,7","43",",,7"
"USC00190120","AMHERST, MA US","2021-05-30","49",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2021-05-31","49",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2021-06-01","63",",,7","43",",,7"
"USC00190120","AMHERST, MA US","2021-06-02","77",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2021-06-03","79",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2021-06-04","71",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2021-06-05","80",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2021-06-06","91",",,7","61",",,7"
"USC00190120","AMHERST, MA US","2021-06-07","92",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2021-06-08","93",",,7","71",",,7"
"USC00190120","AMHERST, MA US","2021-06-09","89",",,7","70",",,7"
"USC00190120","AMHERST, MA US","2021-06-10","89",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2021-06-11","82",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2021-06-12","72",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2021-06-13","77",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2021-06-14","80",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2021-06-15","65",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2021-06-16","78",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2021-06-17","72",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2021-06-18","76",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2021-06-19","83",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2021-06-20","86",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2021-06-21","86",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2021-06-22","85",",,7","71",",,7"
"USC00190120","AMHERST, MA US","2021-06-23","72",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2021-06-24","73",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2021-06-25","78",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2021-06-26","74",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2021-06-27","82",",,7","68",",,7"
"USC00190120","AMHERST, MA US","2021-06-28","88",",,7","71",",,7"
"USC00190120","AMHERST, MA US","2021-06-29","94",",,7","71",",,7"
"USC00190120","AMHERST, MA US","2021-06-30","95",",,7","72",",,7"
"USC00190120","AMHERST, MA US","2021-07-01","94",",,7","70",",,7"
"USC00190120","AMHERST, MA US","2021-07-02","76",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2021-07-03","65",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2021-07-04","63",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2021-07-05","73",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2021-07-06","76",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2021-07-07","89",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2021-07-08","90",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2021-07-09","70",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2021-07-10","79",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2021-07-11","81",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2021-07-12","77",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2021-07-13","71",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2021-07-14","71",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2021-07-15","85",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2021-07-16","87",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2021-07-17","89",",,7","71",",,7"
"USC00190120","AMHERST, MA US","2021-07-18","86",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2021-07-19","75",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2021-07-20","77",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2021-07-21","85",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2021-07-22","85",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2021-07-23","80",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2021-07-24","80",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2021-07-25","81",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2021-07-26","76",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2021-07-27","86",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2021-07-28","88",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2021-07-29","88",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2021-07-30","77",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2021-07-31","78",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2021-08-01","73",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2021-08-02","78",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2021-08-03","78",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2021-08-04","75",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2021-08-05","76",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2021-08-06","76",",,7","61",",,7"
"USC00190120","AMHERST, MA US","2021-08-07","87",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2021-08-08","85",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2021-08-09","85",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2021-08-10","82",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2021-08-11","80",",,7","69",",,7"
"USC00190120","AMHERST, MA US","2021-08-12","90",",,7","72",",,7"
"USC00190120","AMHERST, MA US","2021-08-13","93",",,7","68",",,7"
"USC00190120","AMHERST, MA US","2021-08-14","92",",,7","70",",,7"
"USC00190120","AMHERST, MA US","2021-08-15","88",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2021-08-16","80",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2021-08-17","79",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2021-08-18","80",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2021-08-19","84",",,7","70",",,7"
"USC00190120","AMHERST, MA US","2021-08-20","82",",,7","71",",,7"
"USC00190120","AMHERST, MA US","2021-08-21","79",",,7","71",",,7"
"USC00190120","AMHERST, MA US","2021-08-22","87",",,7","72",",,7"
"USC00190120","AMHERST, MA US","2021-08-23","74",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2021-08-24","77",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2021-08-25","89",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2021-08-26","90",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2021-08-27","93",",,7","68",",,7"
"USC00190120","AMHERST, MA US","2021-08-28","89",",,7","68",",,7"
"USC00190120","AMHERST, MA US","2021-08-29","71",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2021-08-30","74",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2021-08-31","85",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2021-09-01","82",",,7","61",",,7"
"USC00190120","AMHERST, MA US","2021-09-02","66",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2021-09-03","73",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2021-09-04","72",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2021-09-05","77",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2021-09-06","70",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2021-09-07","80",",,7","52",",,7"
"USC00190120","AMHERST, MA US","2021-09-08","78",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2021-09-09","81",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2021-09-10","71",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2021-09-11","71",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2021-09-12","77",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2021-09-13","80",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2021-09-14","77",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2021-09-15","73",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2021-09-16","85",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2021-09-17","76",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2021-09-18","72",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2021-09-19","82",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2021-09-20","74",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2021-09-21","75",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2021-09-22","74",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2021-09-23","78",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2021-09-24","82",",,7","69",",,7"
"USC00190120","AMHERST, MA US","2021-09-25","72",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2021-09-26","74",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2021-09-27","70",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2021-09-28","73",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2021-09-29","65",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2021-09-30","64",",,7","42",",,7"
"USC00190120","AMHERST, MA US","2021-10-01","59",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2021-10-02","66",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2021-10-03","75",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2021-10-04","72",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2021-10-05","59",",,7","52",",,7"
"USC00190120","AMHERST, MA US","2021-10-06","58",",,7","52",",,7"
"USC00190120","AMHERST, MA US","2021-10-07","73",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2021-10-08","73",",,7","52",",,7"
"USC00190120","AMHERST, MA US","2021-10-09","74",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2021-10-10","64",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2021-10-11","64",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2021-10-12","69",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2021-10-13","72",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2021-10-14","69",",,7","52",",,7"
"USC00190120","AMHERST, MA US","2021-10-15","76",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2021-10-16","74",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2021-10-17","75",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2021-10-18","62",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2021-10-19","58",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2021-10-20","63",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2021-10-21","74",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2021-10-22","75",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2021-10-23","68",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2021-10-24","58",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2021-10-25","57",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2021-10-26","51",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2021-10-27","55",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2021-10-28","55",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2021-10-29","57",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2021-10-30","54",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2021-10-31","58",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2021-11-01","64",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2021-11-02","56",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2021-11-03","55",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2021-11-04","51",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2021-11-05","49",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2021-11-06","51",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2021-11-07","52",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2021-11-08","56",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2021-11-09","63",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2021-11-10","68",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2021-11-11","61",",,7","27",",,7"
